hidden_size,game,opponent,seed,geometric_states,lstar_states,minimized_states,fidelity
2,stag-hunt,0.9,2021,2,2,2,1.0
2,prisoners-dilemma,0.1,456,2,2,2,1.0
2,prisoners-dilemma,0.3,456,2,2,2,1.0
2,prisoners-dilemma,0.5,456,2,2,2,1.0
2,prisoners-dilemma,0.7,456,2,2,2,1.0
2,prisoners-dilemma,0.9,456,2,2,2,1.0
2,hawk-dove,0.1,42,2,2,2,1.0
2,hawk-dove,0.3,42,2,2,2,1.0
2,hawk-dove,0.5,42,2,2,2,1.0
2,hawk-dove,0.7,42,2,2,2,1.0
2,hawk-dove,0.9,42,2,2,2,1.0
2,hawk-dove,0.1,123,2,2,2,1.0
2,hawk-dove,0.3,123,2,2,2,1.0
2,hawk-dove,0.5,123,2,2,2,1.0
2,hawk-dove,0.7,123,2,2,2,1.0
2,hawk-dove,0.9,123,2,2,2,1.0
2,hawk-dove,0.1,456,2,2,2,1.0
2,hawk-dove,0.3,456,2,2,2,1.0
2,hawk-dove,0.5,456,2,2,2,1.0
2,hawk-dove,0.7,456,2,2,2,1.0
2,hawk-dove,0.9,456,2,2,2,1.0
2,hawk-dove,0.1,789,2,2,2,1.0
2,hawk-dove,0.3,789,2,2,2,1.0
2,hawk-dove,0.5,789,2,2,2,1.0
2,hawk-dove,0.7,789,2,2,2,1.0
2,hawk-dove,0.9,789,2,2,2,1.0
2,hawk-dove,0.1,1011,2,2,2,1.0
2,hawk-dove,0.3,1011,2,2,2,1.0
2,hawk-dove,0.5,1011,2,2,2,1.0
2,hawk-dove,0.7,1011,2,2,2,1.0
2,hawk-dove,0.9,1011,2,2,2,1.0
2,hawk-dove,0.1,1213,2,2,2,1.0
2,hawk-dove,0.3,1213,2,2,2,1.0
2,hawk-dove,0.5,1213,2,2,2,1.0
2,hawk-dove,0.7,1213,2,2,2,1.0
2,hawk-dove,0.9,1213,2,2,2,1.0
2,hawk-dove,0.1,1415,2,2,2,1.0
2,hawk-dove,0.3,1415,2,2,2,0.309
2,hawk-dove,0.5,1415,2,2,2,1.0
2,hawk-dove,0.7,1415,2,2,2,1.0
2,hawk-dove,0.9,1415,2,2,2,1.0
2,hawk-dove,0.1,1617,2,2,2,0.903
2,hawk-dove,0.3,1617,2,2,2,1.0
2,hawk-dove,0.5,1617,2,2,2,1.0
2,hawk-dove,0.7,1617,2,2,2,1.0
2,hawk-dove,0.9,1617,2,2,2,1.0
2,hawk-dove,0.1,1819,2,2,2,1.0
2,hawk-dove,0.3,1819,2,2,2,1.0
2,hawk-dove,0.5,1819,2,2,2,1.0
2,hawk-dove,0.7,1819,2,2,2,0.7001
2,hawk-dove,0.9,1819,2,2,2,1.0
2,hawk-dove,0.1,2021,2,2,2,1.0
2,hawk-dove,0.3,2021,2,2,2,1.0
2,hawk-dove,0.5,2021,2,2,2,1.0
2,hawk-dove,0.7,2021,2,2,2,1.0
2,hawk-dove,0.9,2021,2,2,2,1.0
2,prisoners-dilemma,0.1,789,2,2,2,1.0
2,prisoners-dilemma,0.3,789,2,2,2,1.0
2,prisoners-dilemma,0.5,789,2,2,2,1.0
2,prisoners-dilemma,0.7,789,2,2,2,1.0
2,prisoners-dilemma,0.9,789,2,2,2,1.0
2,prisoners-dilemma,0.1,1011,2,2,2,1.0
2,prisoners-dilemma,0.3,1011,2,2,2,1.0
2,prisoners-dilemma,0.5,1011,2,2,2,1.0
2,prisoners-dilemma,0.7,1011,2,2,2,1.0
2,prisoners-dilemma,0.9,1011,2,2,2,1.0
2,prisoners-dilemma,0.1,1213,2,2,2,1.0
2,prisoners-dilemma,0.3,1213,2,2,2,0.7017
2,prisoners-dilemma,0.5,1213,2,2,2,1.0
2,prisoners-dilemma,0.7,1213,2,2,2,1.0
2,prisoners-dilemma,0.9,1213,2,2,2,1.0
2,prisoners-dilemma,0.1,1415,2,2,2,1.0
2,prisoners-dilemma,0.3,1415,2,2,2,1.0
2,prisoners-dilemma,0.5,1415,2,2,2,1.0
2,prisoners-dilemma,0.7,1415,2,2,2,1.0
2,prisoners-dilemma,0.9,1415,2,2,2,1.0
2,prisoners-dilemma,0.1,1617,2,2,2,1.0
2,prisoners-dilemma,0.3,1617,2,2,2,1.0
2,prisoners-dilemma,0.5,1617,2,2,2,1.0
2,prisoners-dilemma,0.7,1617,2,2,2,0.7082
2,prisoners-dilemma,0.9,1617,2,2,2,1.0
2,prisoners-dilemma,0.1,1819,2,2,2,1.0
2,prisoners-dilemma,0.3,1819,2,2,2,1.0
2,prisoners-dilemma,0.5,1819,2,2,2,1.0
2,prisoners-dilemma,0.7,1819,2,2,2,0.3016
2,prisoners-dilemma,0.9,1819,2,2,2,1.0
2,prisoners-dilemma,0.1,2021,2,2,2,1.0
2,prisoners-dilemma,0.3,2021,2,2,2,1.0
2,prisoners-dilemma,0.5,2021,2,2,2,1.0
2,prisoners-dilemma,0.7,2021,2,2,2,1.0
2,prisoners-dilemma,0.9,2021,2,2,2,1.0
