game,opponent,layer,grad_norm,input_sensitivity
hawk-dove,0.5,policy_head.3.weight,0.012378949671983719,1.837029003581847e-06
hawk-dove,0.5,policy_head.3.bias,0.0009174334700219333,1.837029003581847e-06
hawk-dove,0.7,payoff_matrix_embed.0.weight,5.290906483423896e-05,1.2795954944522236e-06
hawk-dove,0.7,payoff_matrix_embed.0.bias,7.55843757360708e-06,1.2795954944522236e-06
hawk-dove,0.7,payoff_matrix_embed.2.weight,7.926772923383396e-06,1.2795954944522236e-06
hawk-dove,0.7,payoff_matrix_embed.2.bias,9.326681720267516e-06,1.2795954944522236e-06
hawk-dove,0.7,round_number_embed.0.weight,2.694548493309412e-05,1.2795954944522236e-06
hawk-dove,0.7,round_number_embed.0.bias,5.5320986575679854e-05,1.2795954944522236e-06
hawk-dove,0.7,round_number_embed.2.weight,5.778604190709302e-06,1.2795954944522236e-06
hawk-dove,0.7,round_number_embed.2.bias,9.20167894946644e-06,1.2795954944522236e-06
hawk-dove,0.7,opponent_action_embed.0.weight,3.6694154914584942e-06,1.2795954944522236e-06
hawk-dove,0.7,opponent_action_embed.0.bias,0.000254114274866879,1.2795954944522236e-06
hawk-dove,0.7,opponent_action_embed.2.weight,1.9552659068722278e-05,1.2795954944522236e-06
hawk-dove,0.7,opponent_action_embed.2.bias,1.2447665540094022e-05,1.2795954944522236e-06
hawk-dove,0.7,agent_action_embed.0.weight,5.651286105745612e-09,1.2795954944522236e-06
hawk-dove,0.7,agent_action_embed.0.bias,0.00015172561688814312,1.2795954944522236e-06
hawk-dove,0.7,agent_action_embed.2.weight,7.770930096739903e-06,1.2795954944522236e-06
hawk-dove,0.7,agent_action_embed.2.bias,9.586613487044815e-06,1.2795954944522236e-06
hawk-dove,0.7,agent_reward_embed.0.weight,0.0,1.2795954944522236e-06
hawk-dove,0.7,agent_reward_embed.0.bias,0.0002828193246386945,1.2795954944522236e-06
hawk-dove,0.7,agent_reward_embed.2.weight,7.30225065126433e-06,1.2795954944522236e-06
hawk-dove,0.7,agent_reward_embed.2.bias,8.48456966195954e-06,1.2795954944522236e-06
hawk-dove,0.7,opponent_reward_embed.0.weight,0.0,1.2795954944522236e-06
hawk-dove,0.7,opponent_reward_embed.0.bias,0.0003282101533841342,1.2795954944522236e-06
hawk-dove,0.7,opponent_reward_embed.2.weight,1.841432458604686e-05,1.2795954944522236e-06
hawk-dove,0.7,opponent_reward_embed.2.bias,1.208363119076239e-05,1.2795954944522236e-06
hawk-dove,0.7,lstm.weight_ih_l0,0.00021560047753155231,1.2795954944522236e-06
hawk-dove,0.7,lstm.weight_hh_l0,0.00010912199650192633,1.2795954944522236e-06
hawk-dove,0.7,lstm.bias_ih_l0,1.9333210730110295e-05,1.2795954944522236e-06
hawk-dove,0.7,lstm.bias_hh_l0,1.9333210730110295e-05,1.2795954944522236e-06
hawk-dove,0.7,lstm.weight_ih_l1,0.0004585535789374262,1.2795954944522236e-06
hawk-dove,0.7,lstm.weight_hh_l1,0.0004986927378922701,1.2795954944522236e-06
hawk-dove,0.7,lstm.bias_ih_l1,8.196071576094255e-05,1.2795954944522236e-06
hawk-dove,0.7,lstm.bias_hh_l1,8.196071576094255e-05,1.2795954944522236e-06
hawk-dove,0.7,policy_head.0.weight,0.0012567563680931926,1.2795954944522236e-06
hawk-dove,0.7,policy_head.0.bias,0.0002079174155369401,1.2795954944522236e-06
hawk-dove,0.7,policy_head.3.weight,0.004376350436359644,1.2795954944522236e-06
hawk-dove,0.7,policy_head.3.bias,0.0003248942957725376,1.2795954944522236e-06
hawk-dove,0.9,payoff_matrix_embed.0.weight,3.400285919497037e-08,5.507757583345096e-10
hawk-dove,0.9,payoff_matrix_embed.0.bias,4.85755080603667e-09,5.507757583345096e-10
hawk-dove,0.9,payoff_matrix_embed.2.weight,4.3202499355743385e-09,5.507757583345096e-10
hawk-dove,0.9,payoff_matrix_embed.2.bias,5.130685210019692e-09,5.507757583345096e-10
hawk-dove,0.9,round_number_embed.0.weight,7.095889209551842e-09,5.507757583345096e-10
hawk-dove,0.9,round_number_embed.0.bias,5.3274622047183584e-08,5.507757583345096e-10
hawk-dove,0.9,round_number_embed.2.weight,4.116218477179245e-09,5.507757583345096e-10
hawk-dove,0.9,round_number_embed.2.bias,4.422513910640191e-09,5.507757583345096e-10
hawk-dove,0.9,opponent_action_embed.0.weight,5.1441069182089905e-09,5.507757583345096e-10
hawk-dove,0.9,opponent_action_embed.0.bias,4.745513138004753e-08,5.507757583345096e-10
hawk-dove,0.9,opponent_action_embed.2.weight,7.775061483528134e-09,5.507757583345096e-10
hawk-dove,0.9,opponent_action_embed.2.bias,5.60535484694924e-09,5.507757583345096e-10
hawk-dove,0.9,agent_action_embed.0.weight,9.76693614873625e-10,5.507757583345096e-10
hawk-dove,0.9,agent_action_embed.0.bias,1.5470385505977902e-07,5.507757583345096e-10
hawk-dove,0.9,agent_action_embed.2.weight,4.304197886995098e-09,5.507757583345096e-10
hawk-dove,0.9,agent_action_embed.2.bias,4.514590035142874e-09,5.507757583345096e-10
hawk-dove,0.9,agent_reward_embed.0.weight,0.0,5.507757583345096e-10
hawk-dove,0.9,agent_reward_embed.0.bias,1.481336937558808e-07,5.507757583345096e-10
hawk-dove,0.9,agent_reward_embed.2.weight,8.652371263906389e-09,5.507757583345096e-10
hawk-dove,0.9,agent_reward_embed.2.bias,6.581334588418031e-09,5.507757583345096e-10
hawk-dove,0.9,opponent_reward_embed.0.weight,0.0,5.507757583345096e-10
hawk-dove,0.9,opponent_reward_embed.0.bias,6.778125083428677e-08,5.507757583345096e-10
hawk-dove,0.9,opponent_reward_embed.2.weight,4.073871462395573e-09,5.507757583345096e-10
hawk-dove,0.9,opponent_reward_embed.2.bias,5.721363827149162e-09,5.507757583345096e-10
hawk-dove,0.9,lstm.weight_ih_l0,1.943629825973403e-07,5.507757583345096e-10
hawk-dove,0.9,lstm.weight_hh_l0,1.4165368611429585e-07,5.507757583345096e-10
hawk-dove,0.9,lstm.bias_ih_l0,1.8293473402763993e-08,5.507757583345096e-10
hawk-dove,0.9,lstm.bias_hh_l0,1.8293473402763993e-08,5.507757583345096e-10
hawk-dove,0.9,lstm.weight_ih_l1,1.186401306085827e-07,5.507757583345096e-10
hawk-dove,0.9,lstm.weight_hh_l1,1.219959671061588e-07,5.507757583345096e-10
hawk-dove,0.9,lstm.bias_ih_l1,1.4750551891040686e-08,5.507757583345096e-10
hawk-dove,0.9,lstm.bias_hh_l1,1.4750551891040686e-08,5.507757583345096e-10
hawk-dove,0.9,policy_head.0.weight,4.387011927065032e-07,5.507757583345096e-10
hawk-dove,0.9,policy_head.0.bias,5.3141718581173336e-08,5.507757583345096e-10
hawk-dove,0.9,policy_head.3.weight,1.3895595429858076e-06,5.507757583345096e-10
hawk-dove,0.9,policy_head.3.bias,6.78541454135484e-08,5.507757583345096e-10
stag-hunt,0.1,payoff_matrix_embed.0.weight,3.2395622838521376e-05,8.809684004518203e-07
stag-hunt,0.1,payoff_matrix_embed.0.bias,6.612728157051606e-06,8.809684004518203e-07
stag-hunt,0.1,payoff_matrix_embed.2.weight,6.595001650566701e-06,8.809684004518203e-07
stag-hunt,0.1,payoff_matrix_embed.2.bias,7.332058430620236e-06,8.809684004518203e-07
stag-hunt,0.1,round_number_embed.0.weight,6.186926839291118e-06,8.809684004518203e-07
stag-hunt,0.1,round_number_embed.0.bias,1.6113566744024865e-05,8.809684004518203e-07
stag-hunt,0.1,round_number_embed.2.weight,5.397178938437719e-06,8.809684004518203e-07
stag-hunt,0.1,round_number_embed.2.bias,5.048508228355786e-06,8.809684004518203e-07
stag-hunt,0.1,opponent_action_embed.0.weight,6.1788182392774615e-06,8.809684004518203e-07
stag-hunt,0.1,opponent_action_embed.0.bias,0.0004101586528122425,8.809684004518203e-07
stag-hunt,0.1,opponent_action_embed.2.weight,9.911733286571689e-06,8.809684004518203e-07
stag-hunt,0.1,opponent_action_embed.2.bias,1.6209125533350743e-05,8.809684004518203e-07
stag-hunt,0.1,agent_action_embed.0.weight,5.659052670914377e-10,8.809684004518203e-07
stag-hunt,0.1,agent_action_embed.0.bias,0.00023084024724084884,8.809684004518203e-07
stag-hunt,0.1,agent_action_embed.2.weight,9.05349133972777e-06,8.809684004518203e-07
stag-hunt,0.1,agent_action_embed.2.bias,8.637571227154694e-06,8.809684004518203e-07
stag-hunt,0.1,agent_reward_embed.0.weight,0.0,8.809684004518203e-07
stag-hunt,0.1,agent_reward_embed.0.bias,0.00012358360982034355,8.809684004518203e-07
stag-hunt,0.1,agent_reward_embed.2.weight,1.0417257726658136e-05,8.809684004518203e-07
stag-hunt,0.1,agent_reward_embed.2.bias,4.475155492400518e-06,8.809684004518203e-07
stag-hunt,0.1,opponent_reward_embed.0.weight,0.0,8.809684004518203e-07
stag-hunt,0.1,opponent_reward_embed.0.bias,0.00021553473197855055,8.809684004518203e-07
stag-hunt,0.1,opponent_reward_embed.2.weight,7.520909548475174e-06,8.809684004518203e-07
stag-hunt,0.1,opponent_reward_embed.2.bias,6.084535471018171e-06,8.809684004518203e-07
stag-hunt,0.1,lstm.weight_ih_l0,0.00024269110872410238,8.809684004518203e-07
stag-hunt,0.1,lstm.weight_hh_l0,0.0001736282865749672,8.809684004518203e-07
stag-hunt,0.1,lstm.bias_ih_l0,2.063183274003677e-05,8.809684004518203e-07
stag-hunt,0.1,lstm.bias_hh_l0,2.063183274003677e-05,8.809684004518203e-07
stag-hunt,0.1,lstm.weight_ih_l1,0.00047727691708132625,8.809684004518203e-07
stag-hunt,0.1,lstm.weight_hh_l1,0.000421062926761806,8.809684004518203e-07
stag-hunt,0.1,lstm.bias_ih_l1,5.214663178776391e-05,8.809684004518203e-07
stag-hunt,0.1,lstm.bias_hh_l1,5.214663178776391e-05,8.809684004518203e-07
stag-hunt,0.1,policy_head.0.weight,0.0021650558337569237,8.809684004518203e-07
stag-hunt,0.1,policy_head.0.bias,0.0002692135749384761,8.809684004518203e-07
stag-hunt,0.1,policy_head.3.weight,0.005719986744225025,8.809684004518203e-07
stag-hunt,0.1,policy_head.3.bias,0.0004199148097541183,8.809684004518203e-07
stag-hunt,0.3,payoff_matrix_embed.0.weight,0.00015320585225708783,4.783464646607172e-06
stag-hunt,0.3,payoff_matrix_embed.0.bias,3.1273015338229015e-05,4.783464646607172e-06
stag-hunt,0.3,payoff_matrix_embed.2.weight,3.680672307382338e-05,4.783464646607172e-06
stag-hunt,0.3,payoff_matrix_embed.2.bias,3.5573051718529314e-05,4.783464646607172e-06
stag-hunt,0.3,round_number_embed.0.weight,6.628404662478715e-05,4.783464646607172e-06
stag-hunt,0.3,round_number_embed.0.bias,0.0003807527245953679,4.783464646607172e-06
stag-hunt,0.3,round_number_embed.2.weight,4.260913920006715e-05,4.783464646607172e-06
stag-hunt,0.3,round_number_embed.2.bias,3.8707134081050754e-05,4.783464646607172e-06
stag-hunt,0.3,opponent_action_embed.0.weight,4.3373682274250314e-05,4.783464646607172e-06
stag-hunt,0.3,opponent_action_embed.0.bias,0.00157889851834625,4.783464646607172e-06
stag-hunt,0.3,opponent_action_embed.2.weight,8.597227861173451e-05,4.783464646607172e-06
stag-hunt,0.3,opponent_action_embed.2.bias,7.391149847535416e-05,4.783464646607172e-06
stag-hunt,0.3,agent_action_embed.0.weight,1.198465997731546e-05,4.783464646607172e-06
stag-hunt,0.3,agent_action_embed.0.bias,0.00076454714871943,4.783464646607172e-06
stag-hunt,0.3,agent_action_embed.2.weight,3.675408515846357e-05,4.783464646607172e-06
stag-hunt,0.3,agent_action_embed.2.bias,3.4177155612269416e-05,4.783464646607172e-06
stag-hunt,0.3,agent_reward_embed.0.weight,0.0,4.783464646607172e-06
stag-hunt,0.3,agent_reward_embed.0.bias,0.0016550289001315832,4.783464646607172e-06
stag-hunt,0.3,agent_reward_embed.2.weight,9.874079842120409e-05,4.783464646607172e-06
stag-hunt,0.3,agent_reward_embed.2.bias,6.194444722495973e-05,4.783464646607172e-06
stag-hunt,0.3,opponent_reward_embed.0.weight,0.0,4.783464646607172e-06
stag-hunt,0.3,opponent_reward_embed.0.bias,0.0002989824570249766,4.783464646607172e-06
stag-hunt,0.3,opponent_reward_embed.2.weight,1.5239017557178158e-05,4.783464646607172e-06
stag-hunt,0.3,opponent_reward_embed.2.bias,3.6701036151498556e-05,4.783464646607172e-06
stag-hunt,0.3,lstm.weight_ih_l0,0.0015587401576340199,4.783464646607172e-06
stag-hunt,0.3,lstm.weight_hh_l0,0.001065747463144362,4.783464646607172e-06
stag-hunt,0.3,lstm.bias_ih_l0,0.0001296135305892676,4.783464646607172e-06
stag-hunt,0.3,lstm.bias_hh_l0,0.0001296135305892676,4.783464646607172e-06
stag-hunt,0.3,lstm.weight_ih_l1,0.0003910332452505827,4.783464646607172e-06
stag-hunt,0.3,lstm.weight_hh_l1,0.0002908161550294608,4.783464646607172e-06
stag-hunt,0.3,lstm.bias_ih_l1,4.4049404095858335e-05,4.783464646607172e-06
stag-hunt,0.3,lstm.bias_hh_l1,4.4049404095858335e-05,4.783464646607172e-06
stag-hunt,0.3,policy_head.0.weight,0.0010690584313124418,4.783464646607172e-06
stag-hunt,0.3,policy_head.0.bias,0.00016114095342345536,4.783464646607172e-06
stag-hunt,0.3,policy_head.3.weight,0.002672669943422079,4.783464646607172e-06
stag-hunt,0.3,policy_head.3.bias,0.0002112023503286764,4.783464646607172e-06
stag-hunt,0.5,payoff_matrix_embed.0.weight,2.490050974301994e-05,5.069637154520024e-07
stag-hunt,0.5,payoff_matrix_embed.0.bias,5.082795723865274e-06,5.069637154520024e-07
stag-hunt,0.5,payoff_matrix_embed.2.weight,4.528569661488291e-06,5.069637154520024e-07
stag-hunt,0.5,payoff_matrix_embed.2.bias,4.76261084259022e-06,5.069637154520024e-07
stag-hunt,0.5,round_number_embed.0.weight,1.1985338460362982e-05,5.069637154520024e-07
stag-hunt,0.5,round_number_embed.0.bias,2.451121690683067e-05,5.069637154520024e-07
stag-hunt,0.5,round_number_embed.2.weight,4.444731530384161e-06,5.069637154520024e-07
stag-hunt,0.5,round_number_embed.2.bias,4.8142665036721155e-06,5.069637154520024e-07
stag-hunt,0.5,opponent_action_embed.0.weight,2.7988319288851926e-06,5.069637154520024e-07
stag-hunt,0.5,opponent_action_embed.0.bias,0.0003156452439725399,5.069637154520024e-07
stag-hunt,0.5,opponent_action_embed.2.weight,2.61676777881803e-05,5.069637154520024e-07
stag-hunt,0.5,opponent_action_embed.2.bias,1.7808886696002446e-05,5.069637154520024e-07
stag-hunt,0.5,agent_action_embed.0.weight,1.9743390949900075e-12,5.069637154520024e-07
stag-hunt,0.5,agent_action_embed.0.bias,0.00028306044987402856,5.069637154520024e-07
stag-hunt,0.5,agent_action_embed.2.weight,3.844221737381304e-06,5.069637154520024e-07
stag-hunt,0.5,agent_action_embed.2.bias,4.162442564847879e-06,5.069637154520024e-07
stag-hunt,0.5,agent_reward_embed.0.weight,0.0,5.069637154520024e-07
stag-hunt,0.5,agent_reward_embed.0.bias,0.0002891346230171621,5.069637154520024e-07
stag-hunt,0.5,agent_reward_embed.2.weight,8.964682820078451e-06,5.069637154520024e-07
stag-hunt,0.5,agent_reward_embed.2.bias,7.220236511784606e-06,5.069637154520024e-07
stag-hunt,0.5,opponent_reward_embed.0.weight,0.0,5.069637154520024e-07
stag-hunt,0.5,opponent_reward_embed.0.bias,0.0003557215095497668,5.069637154520024e-07
stag-hunt,0.5,opponent_reward_embed.2.weight,1.2946195965923835e-05,5.069637154520024e-07
stag-hunt,0.5,opponent_reward_embed.2.bias,9.4947808975121e-06,5.069637154520024e-07
stag-hunt,0.5,lstm.weight_ih_l0,0.00016958163178060204,5.069637154520024e-07
stag-hunt,0.5,lstm.weight_hh_l0,0.00012330507161095738,5.069637154520024e-07
stag-hunt,0.5,lstm.bias_ih_l0,1.4952443962101825e-05,5.069637154520024e-07
stag-hunt,0.5,lstm.bias_hh_l0,1.4952443962101825e-05,5.069637154520024e-07
stag-hunt,0.5,lstm.weight_ih_l1,0.0012754264753311872,5.069637154520024e-07
stag-hunt,0.5,lstm.weight_hh_l1,0.0007607180159538984,5.069637154520024e-07
stag-hunt,0.5,lstm.bias_ih_l1,0.00014325718802865595,5.069637154520024e-07
stag-hunt,0.5,lstm.bias_hh_l1,0.00014325718802865595,5.069637154520024e-07
stag-hunt,0.5,policy_head.0.weight,0.010363744571805,5.069637154520024e-07
stag-hunt,0.5,policy_head.0.bias,0.0018993194680660963,5.069637154520024e-07
stag-hunt,0.5,policy_head.3.weight,0.02063394896686077,5.069637154520024e-07
stag-hunt,0.5,policy_head.3.bias,0.014814977534115314,5.069637154520024e-07
stag-hunt,0.7,payoff_matrix_embed.0.weight,4.862337377176118e-08,1.631841550775448e-09
stag-hunt,0.7,payoff_matrix_embed.0.bias,9.925204658145503e-09,1.631841550775448e-09
stag-hunt,0.7,payoff_matrix_embed.2.weight,1.2800979831695258e-08,1.631841550775448e-09
stag-hunt,0.7,payoff_matrix_embed.2.bias,1.413939809680187e-08,1.631841550775448e-09
stag-hunt,0.7,round_number_embed.0.weight,3.6531627500835384e-08,1.631841550775448e-09
stag-hunt,0.7,round_number_embed.0.bias,7.484335640128847e-08,1.631841550775448e-09
stag-hunt,0.7,round_number_embed.2.weight,7.674301194526834e-09,1.631841550775448e-09
stag-hunt,0.7,round_number_embed.2.bias,1.2787933378888283e-08,1.631841550775448e-09
stag-hunt,0.7,opponent_action_embed.0.weight,1.4500754375035285e-08,1.631841550775448e-09
stag-hunt,0.7,opponent_action_embed.0.bias,2.1083190304693744e-08,1.631841550775448e-09
stag-hunt,0.7,opponent_action_embed.2.weight,8.947735885556085e-09,1.631841550775448e-09
stag-hunt,0.7,opponent_action_embed.2.bias,9.358210206755757e-09,1.631841550775448e-09
stag-hunt,0.7,agent_action_embed.0.weight,9.584786603113247e-16,1.631841550775448e-09
stag-hunt,0.7,agent_action_embed.0.bias,1.3607208302346407e-06,1.631841550775448e-09
stag-hunt,0.7,agent_action_embed.2.weight,1.0855962351286053e-08,1.631841550775448e-09
stag-hunt,0.7,agent_action_embed.2.bias,1.4138542780983698e-08,1.631841550775448e-09
stag-hunt,0.7,agent_reward_embed.0.weight,0.0,1.631841550775448e-09
stag-hunt,0.7,agent_reward_embed.0.bias,3.545726201537036e-07,1.631841550775448e-09
stag-hunt,0.7,agent_reward_embed.2.weight,2.0454917759593627e-08,1.631841550775448e-09
stag-hunt,0.7,agent_reward_embed.2.bias,1.3400413223507712e-08,1.631841550775448e-09
stag-hunt,0.7,opponent_reward_embed.0.weight,0.0,1.631841550775448e-09
stag-hunt,0.7,opponent_reward_embed.0.bias,1.8941879886824609e-07,1.631841550775448e-09
stag-hunt,0.7,opponent_reward_embed.2.weight,1.5296947708520747e-08,1.631841550775448e-09
stag-hunt,0.7,opponent_reward_embed.2.bias,1.3717805558144391e-08,1.631841550775448e-09
stag-hunt,0.7,lstm.weight_ih_l0,3.343185710491525e-07,1.631841550775448e-09
stag-hunt,0.7,lstm.weight_hh_l0,2.7756485110330686e-07,1.631841550775448e-09
stag-hunt,0.7,lstm.bias_ih_l0,2.9377051902201856e-08,1.631841550775448e-09
stag-hunt,0.7,lstm.bias_hh_l0,2.9377051902201856e-08,1.631841550775448e-09
stag-hunt,0.7,lstm.weight_ih_l1,2.3411066649714485e-06,1.631841550775448e-09
stag-hunt,0.7,lstm.weight_hh_l1,2.1596840724669164e-06,1.631841550775448e-09
stag-hunt,0.7,lstm.bias_ih_l1,2.3582566655022674e-07,1.631841550775448e-09
stag-hunt,0.7,lstm.bias_hh_l1,2.3582566655022674e-07,1.631841550775448e-09
stag-hunt,0.7,policy_head.0.weight,1.821354999265168e-05,1.631841550775448e-09
stag-hunt,0.7,policy_head.0.bias,1.9894796423614025e-06,1.631841550775448e-09
stag-hunt,0.7,policy_head.3.weight,6.557113374583423e-05,1.631841550775448e-09
stag-hunt,0.7,policy_head.3.bias,3.1381584904011106e-06,1.631841550775448e-09
stag-hunt,0.9,payoff_matrix_embed.0.weight,3.6231037938705413e-06,2.6032680011667253e-07
stag-hunt,0.9,payoff_matrix_embed.0.bias,7.395630063911085e-07,2.6032680011667253e-07
stag-hunt,0.9,payoff_matrix_embed.2.weight,6.265903493840597e-07,2.6032680011667253e-07
stag-hunt,0.9,payoff_matrix_embed.2.bias,8.312059094350843e-07,2.6032680011667253e-07
stag-hunt,0.9,round_number_embed.0.weight,2.640860884639551e-06,2.6032680011667253e-07
stag-hunt,0.9,round_number_embed.0.bias,5.393318588176044e-06,2.6032680011667253e-07
stag-hunt,0.9,round_number_embed.2.weight,8.626998919680773e-07,2.6032680011667253e-07
stag-hunt,0.9,round_number_embed.2.bias,9.989571481128223e-07,2.6032680011667253e-07
stag-hunt,0.9,opponent_action_embed.0.weight,9.268842404708266e-07,2.6032680011667253e-07
stag-hunt,0.9,opponent_action_embed.0.bias,9.191475669467764e-07,2.6032680011667253e-07
stag-hunt,0.9,opponent_action_embed.2.weight,7.147372684812581e-07,2.6032680011667253e-07
stag-hunt,0.9,opponent_action_embed.2.bias,6.749406793460366e-07,2.6032680011667253e-07
stag-hunt,0.9,agent_action_embed.0.weight,2.945468643837136e-14,2.6032680011667253e-07
stag-hunt,0.9,agent_action_embed.0.bias,8.83151515154168e-05,2.6032680011667253e-07
stag-hunt,0.9,agent_action_embed.2.weight,1.5031798739073565e-06,2.6032680011667253e-07
stag-hunt,0.9,agent_action_embed.2.bias,1.1576305496419081e-06,2.6032680011667253e-07
stag-hunt,0.9,agent_reward_embed.0.weight,0.0,2.6032680011667253e-07
stag-hunt,0.9,agent_reward_embed.0.bias,4.759328658110462e-05,2.6032680011667253e-07
stag-hunt,0.9,agent_reward_embed.2.weight,1.3070933846393018e-06,2.6032680011667253e-07
stag-hunt,0.9,agent_reward_embed.2.bias,1.008186700346414e-06,2.6032680011667253e-07
stag-hunt,0.9,opponent_reward_embed.0.weight,0.0,2.6032680011667253e-07
stag-hunt,0.9,opponent_reward_embed.0.bias,1.4340456800709944e-05,2.6032680011667253e-07
stag-hunt,0.9,opponent_reward_embed.2.weight,7.188983204287069e-07,2.6032680011667253e-07
stag-hunt,0.9,opponent_reward_embed.2.bias,8.296934765894548e-07,2.6032680011667253e-07
stag-hunt,0.9,lstm.weight_ih_l0,2.1005431335652247e-05,2.6032680011667253e-07
stag-hunt,0.9,lstm.weight_hh_l0,1.7391215806128457e-05,2.6032680011667253e-07
stag-hunt,0.9,lstm.bias_ih_l0,1.8263644960825332e-06,2.6032680011667253e-07
stag-hunt,0.9,lstm.bias_hh_l0,1.8263644960825332e-06,2.6032680011667253e-07
stag-hunt,0.9,lstm.weight_ih_l1,0.00012968330702278763,2.6032680011667253e-07
stag-hunt,0.9,lstm.weight_hh_l1,0.00012462568702176213,2.6032680011667253e-07
stag-hunt,0.9,lstm.bias_ih_l1,1.3014742762607057e-05,2.6032680011667253e-07
stag-hunt,0.9,lstm.bias_hh_l1,1.3014742762607057e-05,2.6032680011667253e-07
stag-hunt,0.9,policy_head.0.weight,0.001021228963509202,2.6032680011667253e-07
stag-hunt,0.9,policy_head.0.bias,0.00010647734598023817,2.6032680011667253e-07
stag-hunt,0.9,policy_head.3.weight,0.004142291843891144,2.6032680011667253e-07
stag-hunt,0.9,policy_head.3.bias,0.00021654105512425303,2.6032680011667253e-07
