model_id,condition_id,train_game,train_opponent,seed,env_payoff_magnitude,env_round_magnitude,env_total,soc_opp_action,soc_agent_action,soc_agent_reward,soc_opp_reward,soc_total,social_ratio,var_env_payoff,var_env_round,var_soc_opp_action,var_soc_agent_action,var_soc_agent_reward,var_soc_opp_reward,var_env_total,var_soc_total,var_social_ratio,abl_env_payoff,abl_env_round,abl_soc_opp_action,abl_soc_agent_action,abl_soc_agent_reward,abl_soc_opp_reward
0,0,prisoners-dilemma,0.1,0,2.6872799396514893,2.944135904312134,5.631415843963623,2.9543983936309814,2.192073345184326,2.365060329437256,3.2494468688964844,10.760978937149048,0.6564616751145999,0.10479769110679626,0.06861840188503265,0.748433530330658,0.2688790261745453,0.23012308776378632,0.46992677450180054,0.17341609299182892,1.71736241877079,0.9082832325875296,0.0003109081299044192,0.0002211206592619419,5.727279494749382e-05,2.027344180532964e-06,0.00018148758681491017,4.9470421799924225e-05
0,0,prisoners-dilemma,0.1,1,2.684880495071411,2.778745412826538,5.463625907897949,2.4904909133911133,2.4300827980041504,2.908940553665161,2.7205073833465576,10.550021648406982,0.6588144026095543,0.05208830162882805,0.015520477667450905,0.7646079063415527,0.28208407759666443,0.124561607837677,0.4922359585762024,0.06760877929627895,1.6634895503520966,0.9609445759733292,0.00035084030241705477,0.000631332746706903,0.00018188984540756792,4.4598586100619286e-05,0.00044707334018312395,0.0001620290568098426
0,0,prisoners-dilemma,0.1,2,2.6278717517852783,2.4410059452056885,5.068877696990967,3.050232172012329,2.6276614665985107,2.451139211654663,2.5793588161468506,10.708391666412354,0.6787227510516713,0.13404306769371033,0.016810180619359016,0.8690659403800964,0.27573856711387634,0.23974913358688354,0.51755690574646,0.15085324831306934,1.9021105468273163,0.9265192846215031,0.00047206407180055976,0.0004538074426818639,7.330338848987594e-05,2.1120300516486168e-05,0.0006932577816769481,0.00012403687287587672
0,0,prisoners-dilemma,0.1,3,2.3550546169281006,2.265538215637207,4.620592832565308,2.843581199645996,2.731647253036499,2.702101469039917,2.8578014373779297,11.135131359100342,0.70673561073064,0.13831472396850586,0.06398215889930725,0.9499598145484924,0.19582249224185944,0.2224307805299759,0.4676803946495056,0.2022968828678131,1.8358934819698334,0.9007468162160961,0.0009211472352035344,0.0006582567584700882,0.0002592572127468884,4.0202045056503266e-05,0.0003886260965373367,0.0001893085427582264
0,0,prisoners-dilemma,0.1,4,2.7613425254821777,2.7014615535736084,5.462804079055786,2.8585045337677,2.1122066974639893,2.524911403656006,2.568007230758667,10.063629865646362,0.6481610588425054,0.15974250435829163,0.1011379137635231,0.8510156273841858,0.2327246218919754,0.18187828361988068,0.3767828941345215,0.26088041812181473,1.6424014270305634,0.8629312737962209,0.0003390961792320013,0.00025401628226973116,0.00010202929115621373,1.533301292511169e-05,0.00041123066330328584,0.0001419426844222471
10,10,stag-hunt,0.1,0,2.6695971488952637,2.9448230266571045,5.614420175552368,3.064213275909424,2.195553779602051,2.389533281326294,3.1544291973114014,10.80372953414917,0.6580357546481143,0.14154383540153503,0.05806665122509003,0.8473798632621765,0.25360608100891113,0.37462276220321655,0.08834360539913177,0.19961048662662506,1.563952311873436,0.886814075009749,0.00018276255286764354,0.000373954011593014,0.00014285520592238754,2.8166166430310113e-06,0.00035061329253949225,0.0002762169169727713
10,10,stag-hunt,0.1,1,2.7031760215759277,2.7741878032684326,5.47736382484436,2.488752841949463,2.479844093322754,2.9056713581085205,2.6784162521362305,10.552684545516968,0.6583064693072478,0.05261656269431114,0.014183924533426762,0.9022237658500671,0.35016506910324097,0.39978450536727905,0.12677624821662903,0.0668004872277379,1.7789495885372162,0.9638084873435245,5.085919110570103e-05,0.00017853644385468215,6.723776459693909e-05,7.403401014016708e-06,5.7897090300684795e-05,0.00014461425598710775
10,10,stag-hunt,0.1,2,2.6116411685943604,2.437235116958618,5.0488762855529785,3.070037841796875,2.6441690921783447,2.4517595767974854,2.5618278980255127,10.727794408798218,0.6799783437604032,0.1460898220539093,0.0014569221530109644,0.9771723747253418,0.22374816238880157,0.45181506872177124,0.24820920825004578,0.14754674420692027,1.9009448140859604,0.9279729791369612,8.659575541969389e-05,0.0005073060747236013,0.00016904530639294535,5.079037691757549e-06,0.000693868612870574,0.0003621037758421153
10,10,stag-hunt,0.1,3,2.3388216495513916,2.260310411453247,4.599132061004639,2.803302049636841,2.6851484775543213,2.707242488861084,2.8451437950134277,11.040836811065674,0.7059372624955975,0.15350396931171417,0.06581079214811325,0.965522289276123,0.28280016779899597,0.35223671793937683,0.28965696692466736,0.21931476145982742,1.8902161419391632,0.896036241466548,0.00022300734417513013,0.00045413291081786156,0.00017484123236499727,2.0793000658159144e-05,0.0006232694140635431,0.0005089471815153956
10,10,stag-hunt,0.1,4,2.783700466156006,2.694031000137329,5.477731466293335,2.8497800827026367,2.1076440811157227,2.531766414642334,2.5743417739868164,10.06353235244751,0.6475362924032042,0.17738716304302216,0.04538758471608162,0.8337146043777466,0.4893049895763397,0.26373687386512756,0.2245943695306778,0.22277474775910378,1.8113508373498917,0.8904813206274249,0.003034945810213685,0.0022834711708128452,0.003962945193052292,3.728665251401253e-05,0.003949068021029234,0.0036854285281151533
