model_id,condition_id,train_game,train_opponent,seed,env_payoff_magnitude,env_round_magnitude,env_total,soc_opp_action,soc_agent_action,soc_agent_reward,soc_opp_reward,soc_total,social_ratio,var_env_payoff,var_env_round,var_soc_opp_action,var_soc_agent_action,var_soc_agent_reward,var_soc_opp_reward,var_env_total,var_soc_total,var_social_ratio,abl_env_payoff,abl_env_round,abl_soc_opp_action,abl_soc_agent_action,abl_soc_agent_reward,abl_soc_opp_reward
13,13,stag-hunt,0.7,4,2.7777626514434814,2.6996500492095947,5.477412700653076,2.805917263031006,2.0906314849853516,2.522784948348999,2.566663980484009,9.985997676849365,0.645782361915318,0.1779114454984665,0.02926277555525303,0.22694449126720428,0.23672086000442505,0.09233848750591278,0.13581277430057526,0.20717422105371952,0.6918166130781174,0.769548016300089,3.692425525514409e-05,3.612706859712489e-05,2.2111375983513426e-06,1.4345566796691855e-06,7.719448331044987e-05,3.307184670120478e-05
14,14,stag-hunt,0.9,0,2.678164482116699,2.9419331550598145,5.620097637176514,2.99558162689209,2.1972298622131348,2.3685996532440186,3.1604342460632324,10.721845388412476,0.6560936708458536,0.13756106793880463,0.024800799787044525,0.1074426993727684,0.3546581566333771,0.07795730978250504,0.09892316907644272,0.16236186772584915,0.6389813348650932,0.797387851795719,0.0001438070903532207,0.00016832556866575032,1.8806624666467542e-06,5.048091679782374e-06,0.00040158865158446133,0.0001430356496712193
14,14,stag-hunt,0.9,1,2.693819284439087,2.7735061645507812,5.467325448989868,2.5830273628234863,2.4889798164367676,2.9061789512634277,2.6713075637817383,10.64949369430542,0.6607689519638051,0.07424346357584,0.0031433843541890383,0.1521964818239212,0.2579256296157837,0.1762455403804779,0.07719837874174118,0.07738684793002903,0.663566030561924,0.8955576661129477,0.00014697348524350673,0.00036579291918314993,3.251948044180608e-07,6.6223592511960305e-06,0.00015623033687006682,0.00023265081108547747
14,14,stag-hunt,0.9,2,2.606208562850952,2.4379608631134033,5.0441694259643555,2.9989240169525146,2.656687021255493,2.4411234855651855,2.5567116737365723,10.653446197509766,0.6786665219129627,0.1625504195690155,0.007175094448029995,0.18375957012176514,0.24587300419807434,0.15530140697956085,0.07324641942977905,0.1697255140170455,0.6581804007291794,0.7949942004351173,0.00010111489973496646,0.000324152410030365,1.145918190559314e-06,6.57114196656039e-06,0.0003680341469589621,0.00023707005311734974
14,14,stag-hunt,0.9,3,2.338965654373169,2.2479634284973145,4.586929082870483,2.701920986175537,2.7445037364959717,2.700287342071533,2.8420569896698,10.988769054412842,0.7055073202856431,0.16441404819488525,0.022502560168504715,0.27390170097351074,0.2112744152545929,0.15387235581874847,0.15920814871788025,0.18691660836338997,0.7982566207647324,0.8102703130404679,0.0004062161024194211,0.0006704474799335003,5.027100542065455e-06,4.037124017486349e-05,0.0006607263348996639,0.000618595746345818
14,14,stag-hunt,0.9,4,2.7860660552978516,2.6988332271575928,5.484899282455444,2.8062734603881836,2.1051371097564697,2.523709535598755,2.5668277740478516,10.00194787979126,0.6458349963040676,0.18389028310775757,0.030179208144545555,0.2187483161687851,0.2982168197631836,0.10935423523187637,0.0924713984131813,0.21406949125230312,0.7187907695770264,0.7705235175716548,5.548605486183078e-07,7.257351626321906e-07,3.192910824623141e-08,5.203986930268911e-08,1.0202941211900907e-06,5.526122208721063e-07
1,1,prisoners-dilemma,0.3,0,2.6862807273864746,2.947913885116577,5.634194612503052,2.9882454872131348,2.19797682762146,2.363642454147339,3.193971872329712,10.743836641311646,0.6559907277505799,0.107380211353302,0.004824051167815924,0.6005563139915466,0.4073384702205658,0.07667144387960434,0.23995092511177063,0.11220426252111793,1.3245171532034874,0.9219025614200035,0.00014214027032721788,5.439028245746158e-05,6.018364001647569e-05,4.737953531730454e-06,7.04301055520773e-05,2.2437225197791122e-05
1,1,prisoners-dilemma,0.3,1,2.6866445541381836,2.7778310775756836,5.464475631713867,2.5635316371917725,2.4459621906280518,2.9042434692382812,2.6848301887512207,10.598567485809326,0.6598106852024406,0.05423330143094063,0.013589473441243172,0.37797483801841736,0.32659703493118286,0.08886610716581345,0.46577298641204834,0.0678227748721838,1.259210966527462,0.9488914465726772,0.0005671936087310314,0.0009010505746118724,0.0002993267262354493,0.00013189231685828418,0.00041162301204167306,0.0003415280079934746
1,1,prisoners-dilemma,0.3,2,2.6256802082061768,2.4350507259368896,5.060730934143066,2.9591403007507324,2.6352081298828125,2.4491987228393555,2.56242299079895,10.60597014427185,0.6769753307468424,0.13570411503314972,0.02513578161597252,0.6728695631027222,0.25926291942596436,0.09265059232711792,0.3278994560241699,0.16083989664912224,1.3526825308799744,0.8937314084524657,0.00014580351125914603,0.00019786822667811066,5.686031363438815e-05,3.8168593164300546e-05,0.0001449850242352113,4.089746289537288e-05
1,1,prisoners-dilemma,0.3,3,2.348094940185547,2.2536354064941406,4.6017303466796875,2.734905481338501,2.7371206283569336,2.7067666053771973,2.8432681560516357,11.022060871124268,0.7054664720918808,0.14481449127197266,0.04559289664030075,0.6476982235908508,0.230936661362648,0.19530387222766876,0.2749282717704773,0.1904073879122734,1.348867028951645,0.8763005570506363,0.0005362074007280171,0.0004330590309109539,0.00015681915101595223,4.0634506149217486e-05,0.0005233203992247581,0.00032404015655629337
1,1,prisoners-dilemma,0.3,4,2.7953579425811768,2.704710006713867,5.500067949295044,2.774794101715088,2.1115658283233643,2.538221836090088,2.5796680450439453,10.004249811172485,0.6452557259037246,0.14200380444526672,0.011126874014735222,0.558291494846344,0.23720532655715942,0.0909695029258728,0.21088807284832,0.15313067846000195,1.0973543971776962,0.8775429779664413,0.0001730042276903987,8.707321103429422e-05,0.00021953301620669663,1.3048933396930806e-05,0.00022014041314832866,0.00017581478459760547
2,2,prisoners-dilemma,0.5,0,2.6862449645996094,2.942254066467285,5.6284990310668945,2.987802028656006,2.194037437438965,2.3665599822998047,3.1735920906066895,10.721991539001465,0.6557596234225184,0.10936756432056427,0.01668577827513218,0.5959190130233765,0.1863185614347458,0.1556514948606491,0.25160375237464905,0.12605334259569645,1.1894928216934204,0.9041817413805375,9.952259279089049e-05,4.213508509565145e-05,2.836562634911388e-05,5.20209960086504e-06,4.029868796351366e-05,2.296605998708401e-05
