,social_ratio,social_ratio,reciprocity_strength,reciprocity_strength,predictability,adaptation_requirement
,mean,std,mean,std,mean,mean
train_opponent,,,,,,
0.1,0.6699,0.0001,,,0.531,0.2
0.3,0.6684,0.0003,,,0.1187,0.6
0.5,0.6685,0.0002,,,0.0,1.0
0.7,0.6691,0.0003,,,0.1187,0.6
0.9,0.6698,0.0003,0.0,,0.531,0.2
